Index,Query(한글),LLM Output,Functions
9ESUGQ,가장 좋아하는 과일이 뭐야,<function_MR>()<end>,['function_MR']
9EZMKY,다음 주말에는 가족들과 함께 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
9FLUNO,선택한 구역 공기 정화를 다시 켜줄 수 있어 그리고 저녁에 뭐 먹을지 고민 중이야 뭘 먹으면 좋을까,<function_YA>(move=2);<function_MR>()<end>,"['function_YA', 'function_MR']"
9FSWCC,여성 음성으로 지정해주실래요 그 후에 오늘 하루는 정말 바쁘게 보냈는데 아직도 해야 할 일이 많아,<function_GQ>(gender=1);<function_MR>()<end>,"['function_GQ', 'function_MR']"
9GARXO,요즘 스트레스를 많이 받아서 운동을 시작했어,<function_MR>()<end>,['function_MR']
9GBVNI,요즘 스트레스를 많이 받아,<function_MR>()<end>,['function_MR']
9GDQAL,목요일 미세먼지 정보 보여줘 그리고 이번에 새로 나온 게임 해봤어 정말 재미있더라,"<function_IO>(timeframe=6, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
9GERZQ,월요일 멕시코시티 공기질 나쁠까 다음으로 요즘 무슨 공부 하고 있어,"<function_IO>(timeframe=3, location=멕시코시티);<function_MR>()<end>","['function_IO', 'function_MR']"
9GSBHQ,풍속 약풍으로 조정해줘 그리고 여기 와본 적 있어,<function_NK>(speed=1);<function_MR>()<end>,"['function_NK', 'function_MR']"
9GSQFU,넌 무슨 취미 있어,<function_MR>()<end>,['function_MR']
9GTPMX,저녁에 무슨 드라마 볼까요,<function_MR>()<end>,['function_MR']
9HATCH,요즘 좋아하는 음식 뭐야 그리고 공기질 상태 표시가 켜져있는지 확인해볼래,<function_MR>();<function_SC>(get=True)<end>,"['function_MR', 'function_SC']"
9HQMFK,쇼핑할 때 뭘 제일 많이 사,<function_MR>()<end>,['function_MR']
9HUHZN,이번 주말엔 그냥 집에서 푹 쉬어야겠어,<function_MR>()<end>,['function_MR']
9HVHOM,음성 인지 작동 시작해줘 그리고 새로 나온 노래가 인기가 많던데 한번 들어봐야겠어,<function_QT>(enable=True);<function_MR>()<end>,"['function_QT', 'function_MR']"
9HVWWB,커피를 너무 많이 마신 것 같아 밤에 잠이 올지 모르겠어,<function_MR>()<end>,['function_MR']
9HZLQZ,내일은 친구랑 카페에서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
9ICQGP,다음 주 시험 준비 어떻게 하고 있어,<function_MR>()<end>,['function_MR']
9ICTJW,기타 배우는 거 어때,<function_MR>()<end>,['function_MR']
9IHQLB,내일 아침에 일찍 일어나서 운동을 해볼까 생각 중이야,<function_MR>()<end>,['function_MR']
9INNNO,주말에 잠깐 여행 다녀올래 그러고 나서 현재 공기질 모니터링 상황은 어때,"<function_MR>();<function_IO>(timeframe=0, location=""0"")<end>","['function_MR', 'function_IO']"
9IOFCL,다음 주말에는 친구들과 함께 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
9IPAWT,이번 주말에는 그냥 집에서 영화나 볼까 생각 중이야,<function_MR>()<end>,['function_MR']
9IPUJS,영화 보러 갈까,<function_MR>()<end>,['function_MR']
9IQBDR,오늘 하루 어땠어,<function_MR>()<end>,['function_MR']
9IZHZX,이번 주말에는 친구들과 함께 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
9JYCKI,새로 나온 드라마가 재미있다고 해서 한번 봐야겠어,<function_MR>()<end>,['function_MR']
9KAAVD,다음 주에는 더 열심히 일을 해야겠어 할 일이 많아 이어서 에이아이 모드 켜져 있나요,<function_MR>();<function_BP>(get=True)<end>,"['function_MR', 'function_BP']"
9KGULQ,이번 주에는 할 일이 많아서 조금 더 부지런히 살아야겠어,<function_MR>()<end>,['function_MR']
9KIMPY,매너모드 취소해주실래요 이어서 다음 주에 친구들이랑 캠핑 가는데 장비 챙길 게 많아,<function_ZX>(enable=False);<function_MR>()<end>,"['function_ZX', 'function_MR']"
9KMFZJ,엘이디 눈 밝기 일단계로 높여줄래 다음으로 최근 하는 일이 뭐야,<function_WN>(brightness=1);<function_MR>()<end>,"['function_WN', 'function_MR']"
9KUPCB,이번 주말 계획 말해줄래,<function_MR>()<end>,['function_MR']
9KVIFH,이 가수 노래 엄청 좋더라,<function_MR>()<end>,['function_MR']
9LEIHE,오늘 저녁은 샐러드로 가볍게 먹을까,<function_MR>()<end>,['function_MR']
9LPFZA,커피 마시러 가자,<function_MR>()<end>,['function_MR']
9LTKOW,이번 주말에 쇼핑 갈래 그 후에 주말 카이로 공기질 알려줄래,"<function_MR>();<function_IO>(timeframe=2, location=카이로)<end>","['function_MR', 'function_IO']"
9LTSFN,이 영화 예고편 봤어,<function_MR>()<end>,['function_MR']
9LUEQH,오늘은 푹 쉬는 날로 정했어 아무것도 안 하고 싶어,<function_MR>()<end>,['function_MR']
9MIUDG,새로운 책을 샀는데 너무 기대 돼,<function_MR>()<end>,['function_MR']
9MMLTU,내일 친구랑 점심 먹기로 약속했어,<function_MR>()<end>,['function_MR']
9MUFZD,새 시즌 언제 나오는지 알아 그리고 음소거 모드로 지정해줘,<function_MR>();<function_MV>(mute=True)<end>,"['function_MR', 'function_MV']"
9NFKMZ,풍속 터보로 조정해줘 다음으로 내일 만나자,<function_NK>(speed=4);<function_MR>()<end>,"['function_NK', 'function_MR']"
9NFRUF,오랜만에 달리기라도 좀 해볼까 싶어,<function_MR>()<end>,['function_MR']
9NHPNU,이번 주말에는 집에서 책이나 읽으면서 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
9NNHWT,오늘 하루가 너무 길어서 집에 가서 쉬고 싶어,<function_MR>()<end>,['function_MR']
9NNUQW,내일 아침에 일찍 일어날 수 있을지 모르겠네 그 후에 목요일 옥수동 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=6, location=옥수동)<end>","['function_MR', 'function_IO']"
9OLHOO,주말에 새로운 카페에 가보려고 하는데 맛있을까 궁금해,<function_MR>()<end>,['function_MR']
9OXUPS,새로 배운 운동이 있어,<function_MR>()<end>,['function_MR']
9PAHDT,모스크바의 주말 날씨 정보 표시해줄래 그리고 주말에 뭐 할지 아직도 결정을 못 했어 그냥 집에 있을까,"<function_MO>(timeframe=2, location=모스크바);<function_MR>()<end>","['function_MO', 'function_MR']"
9PNSOP,에러 기록 알려줘 이어서 저녁으로 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,<function_XO>();<function_MR>()<end>,"['function_XO', 'function_MR']"
9PSHOE,새로 시작한 프로젝트가 기대돼서 열심히 준비 중이야,<function_MR>()<end>,['function_MR']
9PYTPE,"전자기기 관심 많아, 아니면 그냥 필요한 것만 써",<function_MR>()<end>,['function_MR']
9QBJTP,이번 달은 정신없이 바빠서 계획을 세우기가 어렵네,<function_MR>()<end>,['function_MR']
9QNFWY,다음 달에 해외여행 계획이 있어서 준비를 하고 있어,<function_MR>()<end>,['function_MR']
9RBUBR,자주 가는 맛집 추천해 줄래,<function_MR>()<end>,['function_MR']
9RTMQM,이 영화 진짜 재밌다,<function_MR>()<end>,['function_MR']
9RVIJZ,주말에는 특별한 계획이 없어서 그냥 집에 있으려고 해,<function_MR>()<end>,['function_MR']
9SGLEQ,요즘 들어서 건강식에 관심이 많아졌어 뭐가 좋을까,<function_MR>()<end>,['function_MR']
9SPLHB,샌프란시스코의 날씨 정보 표시해줄래 그 후에 오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,"<function_MO>(timeframe=0, location=샌프란시스코);<function_MR>()<end>","['function_MO', 'function_MR']"
9SQDVK,새로 배운 게 뭐야 다음으로 월요일 홍콩 공기질 때문에 마스크 필요할까,"<function_MR>();<function_IO>(timeframe=3, location=홍콩)<end>","['function_MR', 'function_IO']"
9SXOHN,오늘 저녁으로 뭘 먹을지 아직도 고민 중이야,<function_MR>()<end>,['function_MR']
9SZZCG,최근에 본 영화 중에 가장 좋았던 거 뭐야,<function_MR>()<end>,['function_MR']
9TFNWW,운전할 때 가장 듣기 좋은 음악 뭐야,<function_MR>()<end>,['function_MR']
9TJDXR,내일은 친구들이랑 카페에서 만나서 시간을 보낼 거야,<function_MR>()<end>,['function_MR']
9TMIQK,산책은 늘 상쾌해,<function_MR>()<end>,['function_MR']
9TSVJX,새 시즌 언제 나오는지 알아,<function_MR>()<end>,['function_MR']
9UBZCW,다음 주에 있을 회의 준비를 미리 좀 해놔야겠어,<function_MR>()<end>,['function_MR']
9UERAD,토요일 날씨 전망을 표시해줄 수 있어 그리고 내일은 집에서 요리나 해볼까 싶어,"<function_MO>(timeframe=8, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
9UPCHD,한글로 언어 설정 바꿔줘 다음으로 이번 주말에 콘서트 가볼까,<function_HS>(type=1);<function_MR>()<end>,"['function_HS', 'function_MR']"
9UXYOK,새로 나온 드라마가 재미있다고 해서 한번 봐야겠어 다음으로 현재 어떤 성별로 말하나요,<function_MR>();<function_GQ>(get=True)<end>,"['function_MR', 'function_GQ']"
9VAMWZ,요즘 기온이 많이 떨어졌으니 따뜻한 옷을 챙겨 입어야겠어,<function_MR>()<end>,['function_MR']
9VEGWV,다음 주말에는 친구들과 여행을 가기로 했어,<function_MR>()<end>,['function_MR']
9VEIJT,요즘 스트레스를 너무 많이 받아서 어떻게 풀어야 할지 모르겠어,<function_MR>()<end>,['function_MR']
9VFHKO,내일은 조금 더 생산적인 하루를 보내야지,<function_MR>()<end>,['function_MR']
9VKNCK,점심에 뭐 먹을지 고민 중이야,<function_MR>()<end>,['function_MR']
9VPNFC,요즘 너무 바빠서 운동할 시간이 없어서 몸이 찌뿌둥해,<function_MR>()<end>,['function_MR']
9VVJDU,주말 로마 날씨 비 와 그리고 내일 아침에 일찍 일어나서 운동을 해야 하는데 할 수 있을까 모르겠어,"<function_MO>(timeframe=2, location=로마);<function_MR>()<end>","['function_MO', 'function_MR']"
9WHAHU,요즘 시간이 너무 빨리 가는 것 같아,<function_MR>()<end>,['function_MR']
9WPGLW,오늘 하루는 정말 바쁘게 보냈는데도 해야 할 일이 아직 많아,<function_MR>()<end>,['function_MR']
9XHGWY,아이스크림 먹으러 가자,<function_MR>()<end>,['function_MR']
9XIHMU,프라이버시 설정 활성화하셨나요 그 다음에 아침에 일찍 일어나서 운동하는 게 생각보다 힘들지 않더라,<function_GN>(get=True);<function_MR>()<end>,"['function_GN', 'function_MR']"
9XNXXO,이번 주말에는 가족들이랑 바베큐 파티 하기로 했어,<function_MR>()<end>,['function_MR']
9XQMGA,이번 주말에는 가족들이랑 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
9XSYBO,다음 주말에는 가족들이랑 함께 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
9XTFEK,다음 달에 있을 모임을 준비하려고 하는데 뭘 준비해야 할지 고민이야 이어서 센서 감도 보통으로 해줘,<function_MR>();<function_QD>(type=1)<end>,"['function_MR', 'function_QD']"
9YALMT,새로 산 이어폰이 너무 좋아서 음악 듣는 게 더 즐거워졌어 그리고 센서 민감도를 민감으로 설정해야 해요,<function_MR>();<function_QD>(type=2)<end>,"['function_MR', 'function_QD']"
9YDHDS,오늘 저녁은 뭘 먹을지 고민 중이야 배는 고픈데 딱히 생각나는 게 없어 다음으로 지금 여성 목소리로 설정된 건가요,<function_MR>();<function_GQ>(get=True)<end>,"['function_MR', 'function_GQ']"
9YKHTD,이 식당 추천해줄래,<function_MR>()<end>,['function_MR']
9YNQZE,전체 공기 정화 일시 정지할 수 있어 그러고 나서 요즘 기온이 많이 떨어졌으니 따뜻한 옷을 챙겨 입어야겠어,<function_YA>(move=1);<function_MR>()<end>,"['function_YA', 'function_MR']"
9YSNVU,요즘 무슨 음악 자주 들어,<function_MR>()<end>,['function_MR']
9ZEHFA,저녁에 뭐 해먹을지 고민 중이야 뭘 해먹을까,<function_MR>()<end>,['function_MR']
9ZMCII,공부할 때 집중하는 팁 있니,<function_MR>()<end>,['function_MR']
9ZSBIH,피트니스 프로그램 추천해줄래,<function_MR>()<end>,['function_MR']
9ZSFBU,목요일 날씨 전망을 표시해줄 수 있어 그러고 나서 새로 시작한 취미가 생각보다 재미있어서 시간이 금방 가더라,"<function_MO>(timeframe=6, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
9ZYCHH,이번 주에 새로운 프로젝트가 시작돼서 기대 중이야,<function_MR>()<end>,['function_MR']
